EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445694,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156434,MSK11211ACH,SAMEA5847148
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445917,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156657,MSK13955AGH,SAMEA5847371
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445896,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156636,MSK11244AGH,SAMEA5847350
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445812,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156552,MSK11601AGH,SAMEA5847266
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445647,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156387,MSK11524ACH,SAMEA5847101
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445845,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156585,MSK11523AGH,SAMEA5847299
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445708,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156448,MSK12972ACH,SAMEA5847162
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445752,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156492,MRL0020GH,SAMEA5847206
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445564,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156304,MRL0013CH,SAMEA5847018
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445852,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156592,MSK12313AGH,SAMEA5847306
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445722,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156462,MSK14237ACH,SAMEA5847176
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445718,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156458,MSK13530ACH,SAMEA5847172
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445464,REFERENCE_ALIGNMENT,WBC_gDNA,EGAN00002156601,MSK12342AGH,SAMEA5847315
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445195,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156332,MSK12028ACH,SAMEA5847046
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445738,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156478,MRL0006GH,SAMEA5847192
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445583,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156323,MSK11328CH,SAMEA5847037
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445619,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156359,MSK12873ACH,SAMEA5847073
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445667,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156407,MSK12581ACH,SAMEA5847121
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445725,SEQUENCE_VARIATION,plasma_cfDNA,EGAN00002156465,MSK14669ACH,SAMEA5847179
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445431,REFERENCE_ALIGNMENT,WBC_gDNA,EGAN00002156568,MSK10681AGH,SAMEA5847282
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445729,SEQUENCE_VARIATION,WBC_gDNA,EGAN00002156469,SDBBW044216563299GH1,SAMEA5847183
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445172,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156309,MRL0028CH,SAMEA5847023
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001444988,REFERENCE_ALIGNMENT,WBC_gDNA,EGAN00002156521,MSK11327AGH,SAMEA5847235
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445078,REFERENCE_ALIGNMENT,WBC_gDNA,EGAN00002156611,MSK13258AGH,SAMEA5847325
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445161,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156298,MRL0004CH,SAMEA5847012
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001444845,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156378,MSK10530ACH,SAMEA5847092
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445245,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156382,MSK10886ACH,SAMEA5847096
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445131,REFERENCE_ALIGNMENT,WBC_gDNA,EGAN00002156664,MSK14671AGH,SAMEA5847378
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445222,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156359,MSK12873ACH,SAMEA5847073
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001445263,REFERENCE_ALIGNMENT,plasma_cfDNA,EGAN00002156400,MSK13141ACH,SAMEA5847114
EGAS00001003755,High intensity sequencing of plasma cfDNA and WBC gDNA,Other,EGAZ00001444982,REFERENCE_ALIGNMENT,WBC_gDNA,EGAN00002156515,MSK10621AGH,SAMEA5847229
